name	craft	giTag	district	state	coordinates	significance	odopProduct	heritageNote	description	Address	Looms Available	Weaver / Owner
Artisan KER-103	Aranmula Metal Mirror	N/A	Pathanamthitta	Kerala	[9.3334, 76.6833]	9	Aranmula Metal Mirror Specialty	Reflective metallographic mirrors cast from a secret copper-tin alloy instead of silvered glass.	Master craft specialist creating premium Aranmula Metal Mirror. Registered generational family unit.	Artisan Cluster, Pathanamthitta, Kerala	N/A	Artisan KER-103
Artisan KER-104	Coir Fiber Products	N/A	Alappuzha	Kerala	[9.4981, 76.3312]	8	Coir Fiber Products Specialty	Extremely durable utility doormats extracted from seasoned coastal coconut husks manually.	Master craft specialist creating premium Coir Fiber Products. Registered generational family unit.	Artisan Cluster, Alappuzha, Kerala	N/A	Artisan KER-104
Artisan KER-105	Aranmula Metal Mirror	N/A	Pathanamthitta	Kerala	[9.3334, 76.6833]	9	Aranmula Metal Mirror Specialty	Reflective metallographic mirrors cast from a secret copper-tin alloy instead of silvered glass.	Master craft specialist creating premium Aranmula Metal Mirror. Registered generational family unit.	Artisan Cluster, Pathanamthitta, Kerala	N/A	Artisan KER-105
Artisan KER-106	Coir Fiber Products	N/A	Alappuzha	Kerala	[9.4981, 76.3312]	8	Coir Fiber Products Specialty	Extremely durable utility doormats extracted from seasoned coastal coconut husks manually.	Master craft specialist creating premium Coir Fiber Products. Registered generational family unit.	Artisan Cluster, Alappuzha, Kerala	N/A	Artisan KER-106
Artisan KER-107	Aranmula Metal Mirror	N/A	Pathanamthitta	Kerala	[9.3334, 76.6833]	9	Aranmula Metal Mirror Specialty	Reflective metallographic mirrors cast from a secret copper-tin alloy instead of silvered glass.	Master craft specialist creating premium Aranmula Metal Mirror. Registered generational family unit.	Artisan Cluster, Pathanamthitta, Kerala	N/A	Artisan KER-107
Artisan KER-108	Coir Fiber Products	N/A	Alappuzha	Kerala	[9.4981, 76.3312]	8	Coir Fiber Products Specialty	Extremely durable utility doormats extracted from seasoned coastal coconut husks manually.	Master craft specialist creating premium Coir Fiber Products. Registered generational family unit.	Artisan Cluster, Alappuzha, Kerala	N/A	Artisan KER-108
Artisan KER-109	Aranmula Metal Mirror	N/A	Pathanamthitta	Kerala	[9.3334, 76.6833]	9	Aranmula Metal Mirror Specialty	Reflective metallographic mirrors cast from a secret copper-tin alloy instead of silvered glass.	Master craft specialist creating premium Aranmula Metal Mirror. Registered generational family unit.	Artisan Cluster, Pathanamthitta, Kerala	N/A	Artisan KER-109
Artisan KER-110	Coir Fiber Products	N/A	Alappuzha	Kerala	[9.4981, 76.3312]	8	Coir Fiber Products Specialty	Extremely durable utility doormats extracted from seasoned coastal coconut husks manually.	Master craft specialist creating premium Coir Fiber Products. Registered generational family unit.	Artisan Cluster, Alappuzha, Kerala	N/A	Artisan KER-110
Artisan KER-111	Aranmula Metal Mirror	N/A	Pathanamthitta	Kerala	[9.3334, 76.6833]	9	Aranmula Metal Mirror Specialty	Reflective metallographic mirrors cast from a secret copper-tin alloy instead of silvered glass.	Master craft specialist creating premium Aranmula Metal Mirror. Registered generational family unit.	Artisan Cluster, Pathanamthitta, Kerala	N/A	Artisan KER-111
Artisan KER-112	Coir Fiber Products	N/A	Alappuzha	Kerala	[9.4981, 76.3312]	8	Coir Fiber Products Specialty	Extremely durable utility doormats extracted from seasoned coastal coconut husks manually.	Master craft specialist creating premium Coir Fiber Products. Registered generational family unit.	Artisan Cluster, Alappuzha, Kerala	N/A	Artisan KER-112
Artisan KER-113	Aranmula Metal Mirror	N/A	Pathanamthitta	Kerala	[9.3334, 76.6833]	9	Aranmula Metal Mirror Specialty	Reflective metallographic mirrors cast from a secret copper-tin alloy instead of silvered glass.	Master craft specialist creating premium Aranmula Metal Mirror. Registered generational family unit.	Artisan Cluster, Pathanamthitta, Kerala	N/A	Artisan KER-113
Artisan KER-114	Coir Fiber Products	N/A	Alappuzha	Kerala	[9.4981, 76.3312]	8	Coir Fiber Products Specialty	Extremely durable utility doormats extracted from seasoned coastal coconut husks manually.	Master craft specialist creating premium Coir Fiber Products. Registered generational family unit.	Artisan Cluster, Alappuzha, Kerala	N/A	Artisan KER-114
Artisan KER-115	Aranmula Metal Mirror	N/A	Pathanamthitta	Kerala	[9.3334, 76.6833]	9	Aranmula Metal Mirror Specialty	Reflective metallographic mirrors cast from a secret copper-tin alloy instead of silvered glass.	Master craft specialist creating premium Aranmula Metal Mirror. Registered generational family unit.	Artisan Cluster, Pathanamthitta, Kerala	N/A	Artisan KER-115
